Citations,Tectonic Setting,Location,Location Comment,Latitude (Min),Latitude (Max),Longitude (Min),Longitude (Max),Land or Sea,Elevation (Min),Elevation (Max),Sample Name,Rock Name,"Age (a, Min)","Age (a, Max)",Geol,Age,Eruption Day,Eruption Month,Eruption Year,Rock Texture,Rock Type,Drill Depth (Min),Drill Depth (Max),Alteration,Mineral,Material,Si,Ti,B,Al,Cr,Fe3+,Fe2+,Fetot(2+),Ca,Mg,Mn,Ni,K,Na,P,H2O,H2OP,H2OM,H2Otot,CO2,CO,F,Cl,Cl2,OH,CH4,SO2,SO3,SO4,S,LOI,Volatiles,O,Others,HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),Li,Be,B,C,CO2,F,Na,Al,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Th,U,Nd143/Nd144,Nd143/Nd144 initial,e Nd,Sr87/Sr86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID
[13590],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / SUOMUSSALMI GREENSTONE BELT,"NE OF PAHALAMMIN VAARA NEAR KIANNANNIEMI, SUOMUSSALMI COMMUNE, EASTERN FINLAND",65.1573,65.1573,29.0773,29.0773,SUBAERIAL,,,s 71IJY 94-1 [13590],"BASALT, THOLEIITIC [13590]",,,,ARCHEAN [13590],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13590] ,229510.585,7851.354,,74095.14,,,,99494.4,67253.27,38172.432,1572.14974,,5420.8795,17507.8252,693.90939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,470,,,,,306,138,,,70,120,220,60,,,10,,,32,166.58,23,81,23,,,,,,,,20,,,,20,223.92,0,10,,,,,,,,,,,,,,10,10,,,,,,,,10,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,427752
[13590],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / SUOMUSSALMI GREENSTONE BELT,"NE OF PAHALAMMIN VAARA NEAR KIANNANNIEMI, SUOMUSSALMI COMMUNE, EASTERN FINLAND",65.1573,65.1573,29.0775,29.0775,SUBAERIAL,,,s 71IJY 94-1 [13590],"BASALT, THOLEIITIC [13590]",,,,ARCHEAN [13590],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13590] ,227173.41,4231.3404,,65097.873,,,,79284.6,88622.8,55720.896,1572.14974,,1153.9085,14837.14,231.30313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,160,,,,,245,766,,,80,210,20,80,,,0,,,6.4,110.77,16,30,16,,,,,,,,10,,,,10,53.74,0,20,,,,,,,,,,,,,,10,10,,,,,,,,20,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,427753
[13590],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / SUOMUSSALMI GREENSTONE BELT,"NE OF PAHALAMMIN VAARA NEAR KIANNANNIEMI, SUOMUSSALMI COMMUNE, EASTERN FINLAND",65.1572,65.1572,29.0803,29.0803,SUBAERIAL,,,s 74IJY 94-1 [13590],"BASALT, THOLEIITIC [13590]",,,,ARCHEAN [13590],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13590] ,227640.845,4267.3008,,58217.61,,,,83171.1,96484.5,62716.16,1703.8076,,1104.0995,9421.5839,13.09263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,220,,,,,177,835,,,70,130,0,70,,,10,,,6.4,133.6,15,37,16,,,,,,,,10,,,,10,26.87,0,20,,,,,,,,,,,,,,10,10,,,,,,,,0,,0,6,,,,,,,,,,,,,,,,,,,,,,,,,427756
[13590],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / SUOMUSSALMI GREENSTONE BELT,"NE OF PAHALAMMIN VAARA NEAR KIANNANNIEMI, SUOMUSSALMI COMMUNE, EASTERN FINLAND",65.1563,65.1563,29.0824,29.0824,SUBAERIAL,,,s 75IJY 94-2 [13590],"BASALT, THOLEIITIC [13590]",,,,ARCHEAN [13590],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13590] ,232782.63,8930.166,,69861.132,,,,110376.6,63322.42,30875.648,1626.3618,,7629.0785,19065.7249,868.47779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,2630,,,,,333,92,,,80,80,230,100,,,10,,,35.66,194.49,25,111,21,,,,,,,,20,,,,40,250.78,20,60,,,,,,,,,,,,,,0,10,,,,,,,,10,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,427759
[13590],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / SUOMUSSALMI GREENSTONE BELT,"HIETAHARJU NEAR KIANNANNIEMI, SUOMUSSALMI COMMUNE, EASTERN FINLAND",65.1476,65.1476,29.0854,29.0854,SUBAERIAL,,,s 77TOH 96-1 [13590],"BASALT, THOLEIITIC [13590]",,,,ARCHEAN [13590],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13590] ,236989.545,5741.6772,,78858.399,,,,80839.2,67753.56,44082.224,1533.42684,,1153.9085,18323.8679,379.68627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,260,,,,,306,279,,,30,150,80,100,,,10,,,4.57,111.62,14,37,18,,,,,,,,20,,,,30,107.48,30,30,,,,,,,,,,,,,,10,0,,,,,,,,10,,0,7,,,,,,,,,,,,,,,,,,,,,,,,,427761
[13590],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / SUOMUSSALMI GREENSTONE BELT,"HIETAHARJU NEAR KIANNANNIEMI, SUOMUSSALMI COMMUNE, EASTERN FINLAND",65.1478,65.1478,29.0891,29.0891,SUBAERIAL,,,s 80TOH 96-1 [13590],"BASALT, THOLEIITIC [13590]",,,,ARCHEAN [13590],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13590] ,233717.5,4824.687,,77799.897,,,,89389.5,74328.8,40343.376,1486.95936,,938.0695,14169.4687,288.03786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,390,,,,,292,225,,,50,120,70,90,,,10,,,6.4,109.93,22,22,16,,,,,,,,10,,,,0,62.7,20,20,,,,,,,,,,,,,,10,0,,,,,,,,10,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,427762
[13590],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / SUOMUSSALMI GREENSTONE BELT,"KÂ€RKKÂ€ISENSUO NEAR KIANNANNIEMI, SUOMUSSALMI COMMUNE, EASTERN FINLAND",65.1864,65.1864,29.1114,29.1114,SUBAERIAL,,,s 83TOH 96-1 [13590],"BASALT, THOLEIITIC [13590]",,,,ARCHEAN [13590],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13590] ,250077.725,3787.8288,,77270.646,,,,69179.7,80046.4,41247.936,1564.40516,,896.562,10905.2979,244.39576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,70,,,,,279,274,,,40,70,90,70,,,10,,,10.06,53.27,13,22,1.5,,,,,,,,10,,,,20,89.57,3,7.2,1.1,5.4,1.8,0.7,2.7,0.5,3.4,0.7,2.1,0.4,2,0.3,,0,10,,,,,,,,10,,0.7,7,,,,,,,,,,,,,,,,,,,,,,,,,427763
[13590],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / SUOMUSSALMI GREENSTONE BELT,"JOKINIEMI NEAR KIANNANNIEMI, SUOMUSSALMI COMMUNE, EASTERN FINLAND",65.1223,65.1223,29.0359,29.0359,SUBAERIAL,,,s 84TOH 96-1 [13590],"BASALT, THOLEIITIC [13590]",,,,ARCHEAN [13590],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13590] ,223433.93,3985.611,,88914.168,,,,72677.55,66538.57,57710.928,1107.47494,,1560.682,18398.0536,240.03155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,60,,,,,218,299,,,30,240,110,90,,,20,,,12.8,102.32,8,15,17,,,,,,,,10,,,,10,53.74,10,10,,,,,,,,,,,,,,10,10,,,,,,,,10,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,427764
[13590],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / SUOMUSSALMI GREENSTONE BELT,"RIVER SYRJÂ€JOKI AT KIANNANNIEMI, SUOMUSSALMI COMMUNE, EASTERN FINLAND",65.1391,65.1391,29.0347,29.0347,SUBAERIAL,,,s 88TOH 96-1 [13590],"BASALT, THOLEIITIC [13590]",,,,ARCHEAN [13590],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13590] ,239326.72,5987.4066,,78858.399,,,,80061.9,63894.18,39076.992,1502.44852,,1278.431,29896.8371,397.14311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,280,,,,,279,306,,,40,120,50,180,,,10,,,8.23,50.74,18,37,17,,,,,,,,10,,,,10,62.7,10,30,,,,,,,,,,,,,,10,0,,,,,,,,20,,0,8,,,,,,,,,,,,,,,,,,,,,,,,,427768
[13590],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / SUOMUSSALMI GREENSTONE BELT,"TARRONKANGAS NEAR KIANNANNIEMI, SUOMUSSALMI COMMUNE, EASTERN FINLAND",65.1806,65.1806,29.1083,29.1083,SUBAERIAL,,,s 94TOH 96-1 [13590],"BASALT, THOLEIITIC [13590]",,,,ARCHEAN [13590],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13590] ,236522.11,5094.39,,68802.63,,,,89389.5,77902.3,45650.128,1486.95936,,3602.851,12314.8262,314.22312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780,190,,,,,286,326,,,40,90,110,100,,,10,,,15.54,189.41,10,37,15,,,,,,,,10,,,,0,161.22,10,20,,,,,,,,,,,,,,0,0,,,,,,,,10,,0,8,,,,,,,,,,,,,,,,,,,,,,,,,427772
[13590],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / SUOMUSSALMI GREENSTONE BELT,"RAISKIONAHO NEAR KIANNANNIEMI, SUOMUSSALMI COMMUNE, EASTERN FINLAND",65.1581,65.1581,29.0954,29.0954,SUBAERIAL,,,s 96IJY 94-1 [13590],"BASALT, THOLEIITIC [13590]",,,,ARCHEAN [13590],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13590] ,230912.89,2631.1026,,63510.12,,,,78507.3,62750.66,68746.56,1649.59554,,780.341,16395.0397,144.01893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,240,,,,,224,821,,,60,220,20,70,,,10,,,10.06,59.19,5,7,15,,,,,,,,10,,,,20,44.78,30,20,,,,,,,,,,,,,,0,0,,,,,,,,10,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,427775
[13590],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / SUOMUSSALMI GREENSTONE BELT,"RAISKIONAHO NEAR KIANNANNIEMI, SUOMUSSALMI COMMUNE, EASTERN FINLAND",65.1571,65.1571,29.0905,29.0905,SUBAERIAL,,,s 97IJY 94-1 [13590],"BASALT, THOLEIITIC [13590]",,,,ARCHEAN [13590],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13590] ,223901.365,4722.7992,,77799.897,,,,94053.3,75758.2,48062.288,1548.916,,996.18,15430.6256,292.40207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710,350,,,,,306,220,,,90,140,150,80,,,10,,,9.14,94.71,16,30,18,,,,,,,,20,,,,0,71.65,10,40,,,,,,,,,,,,,,0,0,,,,,,,,10,,0,5,,,,,,,,,,,,,,,,,,,,,,,,,427776
[13590],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / SUOMUSSALMI GREENSTONE BELT,"TARRONKANGAS NEAR KIANNANNIEMI, SUOMUSSALMI COMMUNE, EASTERN FINLAND",65.1842,65.1842,29.1009,29.1009,SUBAERIAL,,,s 97TOH 96-1 [13590],"BASALT, THOLEIITIC [13590]",,,,ARCHEAN [13590],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13590] ,246805.68,3470.1786,,80446.152,,,,71977.98,77902.3,46675.296,1579.89432,,2390.832,12611.569,213.84629,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,290,140,,,,,272,402,,,100,110,60,90,,,10,,,16.46,76.95,13,15,15,,,,,,,,10,,,,10,125.39,10,20,,,,,,,,,,,,,,10,0,,,,,,,,10,,,1,,,,,,,,,,,,,,,,,,,,,,,,,427777
[13590],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / SUOMUSSALMI GREENSTONE BELT,"TARRONKANGAS NEAR KIANNANNIEMI, SUOMUSSALMI COMMUNE, EASTERN FINLAND",65.1857,65.1857,29.0987,29.0987,SUBAERIAL,,,s 99TOH 96-1 [13590],"BASALT, THOLEIITIC [13590]",,,,ARCHEAN [13590],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13590] ,235119.805,4968.5286,,77799.897,,,,85503,85764,38413.648,1587.6389,,3494.9315,12166.4548,309.85891,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,990,220,,,,,319,296,,,90,160,130,110,,,10,,,21.95,107.39,15,30,14,,,,,,,,10,,,,0,161.22,10,20,,,,,,,,,,,,,,0,10,,,,,,,,70,,,3,,,,,,,,,,,,,,,,,,,,,,,,,427778
[13590],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / KUHMO GREENSTONE BELT,"KOIVULEHTO NEAR AROLA, KUHMO COMMUNE, EASTERN FINLAND",64.4491,64.4491,29.0299,29.0299,SUBAERIAL,,,s 125-JSK-93-1 [13590],"BASALT, THOLEIITIC [13590]",,,,ARCHEAN [13590],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13590] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3,1.5,,,,0.006,,,,,,,,,,2.6,6.4,1.2,6.6,2.4,1.2,3.5,0.6,4.2,0.9,2.5,0.5,2.8,0.5,,1.2,,,,,,0.006,,,,,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,428042
[13764],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),BALTIC SHIELD - ARCHEAN / KARELIAN PROVINCE - GREENSTONE BELTS / KUHMO GREENSTONE BELT / KELLOJÂ€RVI GROUP - PAHAKANGAS FORMATION,"PAHAKANGAS, E OF LAKE KELLOJÂ€RVI AND CA. 24KM NW OF KUHMO, EASTERN FINLAND",64.2329,64.2341,29.0882,29.0915,SUBAERIAL,,,s 1 [13764],"BASALT, THOLEIITIC [13764]",2790000000 [13764],2790000000 [13764],NEO [13764],ARCHEAN [13764],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13764] ,234699.1135,4255.314,,87326.415,273.68,,,86591.22,86192.82,43961.616,1471.4702,,1892.742,11572.9692,305.4947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080,,,,,,260,272,,,110,150,250,60,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429044
[13788],OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / KILAUEA / PACIFIC OCEAN,OFF KILAUES SOUTH FLANK,19.43,19.43,-155.3,-155.3,SUBAQUATIC,-3879,-3879,s A14 [13788],"BASALT, THOLEIITIC [13788]",,,,,,,,,VOLCANIC ROCK,,,,,VOLCANIC GLASS [13788] ,237924.415,15762.642,,76212.144,,,,79284.6,78617,38172.432,1394.0244,,4399.795,17730.3823,1134.6946,,,,,,,620,310,,,,,2780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,378,30.8,178,18.7,,,,,,,,,,,,,149,15.8,35.7,5.64,25.5,6.3,2,5.82,0.95,5.62,1.1,2.77,0.41,2.18,0.34,4.5,1.21,,,,,,,,,0.58,,1.31,0.39,,,,,,,,,,,,,,,,,,,,,,,,,431806
[13788],OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / KILAUEA / PACIFIC OCEAN,OFF KILAUES SOUTH FLANK,19.43,19.43,-155.3,-155.3,SUBAQUATIC,-3879,-3879,s 8 [13788],"BASALT, THOLEIITIC [13788]",,,,,,,,,VOLCANIC ROCK,,,,,VOLCANIC GLASS [13788] ,236989.545,13365.282,,73565.889,,,,81616.5,79331.7,39499.12,1239.1328,,2656.48,16765.9682,872.842,,,,,,,,40,,,,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431807
[13788],OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / KILAUEA / PACIFIC OCEAN,OFF KILAUES SOUTH FLANK,19.43,19.43,-155.3,-155.3,SUBAQUATIC,-3879,-3879,s 19 [13788],"BASALT, THOLEIITIC [13788]",,,,,,,,,VOLCANIC ROCK,,,,,VOLCANIC GLASS [13788] ,240729.025,14743.764,,72507.387,,,,82393.8,77187.6,38172.432,1394.0244,,2739.495,17285.2681,1047.4104,,,,,,,,110,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431808
[13788],OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / KILAUEA / PACIFIC OCEAN,OFF KILAUES SOUTH FLANK,19.43,19.43,-155.3,-155.3,SUBAQUATIC,-3879,-3879,s 1 [13788],"BASALT, THOLEIITIC [13788]",,,,,,,,,VOLCANIC ROCK,,,,,VOLCANIC GLASS [13788] ,234184.935,13425.216,,73036.638,,,,83948.4,79331.7,39740.336,1394.0244,,3154.57,16988.5253,960.1262,,,,,,,,130,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431809
[13788],OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / KILAUEA / PACIFIC OCEAN,OFF KILAUES SOUTH FLANK,19.43,19.43,-155.3,-155.3,SUBAQUATIC,-3879,-3879,s 2 [13788],"BASALT, THOLEIITIC [13788]",,,,,,,,,VOLCANIC ROCK,,,,,VOLCANIC GLASS [13788] ,235587.24,13605.018,,74624.391,,,,82393.8,82190.5,40524.288,1084.2412,,2905.525,17507.8252,1003.7683,,,,,,,,90,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431810
[13788],OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / KILAUEA / PACIFIC OCEAN,OFF KILAUES SOUTH FLANK,19.43,19.43,-155.3,-155.3,SUBAQUATIC,-3879,-3879,s 17 [13788],"BASALT, THOLEIITIC [13788]",,,,,,,,,VOLCANIC ROCK,,,,,VOLCANIC GLASS [13788] ,236054.675,14204.358,,74095.14,,,,83171.1,81475.8,39559.424,1161.687,,2988.54,17507.8252,1003.7683,,,,,,,,250,,,,,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431811
[13788],OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / KILAUEA / PACIFIC OCEAN,OFF KILAUES SOUTH FLANK,19.43,19.43,-155.3,-155.3,SUBAQUATIC,-3879,-3879,s 4 [13788],"BASALT, THOLEIITIC [13788]",,,,,,,,,VOLCANIC ROCK,,,,,VOLCANIC GLASS [13788] ,235587.24,14623.896,,74624.391,,,,82393.8,80046.4,40222.768,1161.687,,3237.585,17285.2681,1134.6946,,,,,,,,30,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431812
[13788],OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / KILAUEA / PACIFIC OCEAN,OFF KILAUES SOUTH FLANK,19.43,19.43,-155.3,-155.3,SUBAQUATIC,-3879,-3879,s 21 [13788],"BASALT, THOLEIITIC [13788]",,,,,,,,,VOLCANIC ROCK,,,,,VOLCANIC GLASS [13788] ,239326.72,12166.602,,75682.893,,,,79284.6,77902.3,41609.76,1084.2412,,3071.555,17730.3823,960.1262,,,,,,,,80,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431813
[13788],OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / KILAUEA / PACIFIC OCEAN,OFF KILAUES SOUTH FLANK,19.43,19.43,-155.3,-155.3,SUBAQUATIC,-3879,-3879,s C19 [13788],"BASALT, THOLEIITIC [13788]",,,,,,,,,VOLCANIC ROCK,,,,,VOLCANIC GLASS [13788] ,235587.24,20317.626,,68802.63,,,,104935.5,75043.5,34312.976,1703.8076,,4980.9,17359.4538,1527.4735,,,,,,,,120,,,,,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,382,38.2,216,24.2,,,,,,,,,,,,,175,19.9,45.2,6.67,32.5,8.03,2.43,8.02,1.3,7.55,1.53,3.66,0.53,2.74,0.47,5.63,1.66,,,,,,,,,0.46,,1.84,0.45,,,,,,,,,,,,,,,,,,,,,,,,,431814
[13777],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),TANZANIA CRATON_ARCHEAN / MUSOMA-MARA GREENSTONE BELT,"SUGUTI AREA, SOUTHERN MUSOMA-MARA GREENSTONE BELT",-1.73,-1.73,33.65,33.65,SUBAERIAL,,,s S14 [13777],"BASALT, THOLEIITIC [13777]",2755000000 [13777],2755000000 [13777],,ARCHEAN [13777],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13777] ,234184.935,6113.268,,82033.905,,,,89544.96,80761.1,29971.088,2013.5908,,1411.255,11943.8977,654.6315,,,,,,,,,,,,,,,,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,190,,,,100,,,,,,,,6,153,25,62,3,,,,,,,,,,,,,63,3.5,9.5,1.5,7.43,2.41,1,3.4,0.6,4.3,0.9,2.7,0.4,2.7,0.4,1.8,0.2,,,,,,,,,,,0.3,0.1,0.512739,,,,,,,,,,,,,,,,,,,,,,,,434511
[13777],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),TANZANIA CRATON_ARCHEAN / MUSOMA-MARA GREENSTONE BELT,"SUGUTI AREA, SOUTHERN MUSOMA-MARA GREENSTONE BELT",-1.73,-1.73,33.65,33.65,SUBAERIAL,,,s S16 [13777],"BASALT, THOLEIITIC [13777]",2760000000 [13777],2760000000 [13777],,ARCHEAN [13777],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13777] ,229978.02,4914.588,,72507.387,,,,95841.09,87193.4,37750.304,1548.916,,166.03,17507.8252,610.9894,,,,,,,,,,,,,,,,11900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,210,,,,80,,,,,,,,2,112,21,53,2,,,,,,,,,,,,,15,3,8,1.2,6.5,2.1,0.8,2.9,0.5,3.6,0.8,2.3,0.4,2.3,0.4,1.6,0.1,,,,,,,,,,,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,434512
[13777],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),TANZANIA CRATON_ARCHEAN / MUSOMA-MARA GREENSTONE BELT,"SUGUTI AREA, SOUTHERN MUSOMA-MARA GREENSTONE BELT",-1.73,-1.73,33.65,33.65,SUBAERIAL,,,s S27 [13777],"BASALT, THOLEIITIC [13777]",2760000000 [13777],2760000000 [13777],,ARCHEAN [13777],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13777] ,227173.41,4255.314,,82033.905,,,,79051.41,84334.6,45710.432,2323.374,,913.165,14540.3972,349.1368,,,,,,,,,,,,,,,,16700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,360,,,,110,,,,,,,,3,120,16,45,2,,,,,,,,,,,,,76,3.1,8.4,1.3,6.3,1.9,0.7,2.5,0.5,2.9,0.6,1.8,0.3,1.8,0.3,1.4,0.1,,,,,,,,,,,0.4,0.8,,,,,,,,,,,,,,,,,,,,,,,,,434514
